food,Caloric Value,Fat,Carbohydrates,Protein,Sugars,Dietary Fiber,Sodium,Cholesterol,Nutrition Density
table water,0,0.0,0.0,0.0,0.0,0.0,0.044,0.0,70.0
fruit flavored water,52,0.0,13.0,0.0,13.0,0.0,0.0,0.0,83.471
water,0,0.0,0.0,0.0,0.0,0.0,0.024,0.0,23.7
cola light coca cola,0,0.0,0.0,0.0,0.0,0.0,0.087,0.0,0.0
lemon lime soda,151,0.0,38.4,0.3,37.6,0.0,0.024,0.0,46.113
tonic water,114,0.0,29.6,0.0,29.6,0.0,0.049,0.0,33.038
lemonade low calorie,7,0.0,1.6,0.092,0.0,0.0,0.013,0.0,76.216
ginger ale,68,0.0,17.5,0.0,17.4,0.0,0.043,0.0,17.528
ice tea lemon flavor nestle,88,0.0,22.3,0.0,22.3,0.0,0.063,0.0,29.7
sprite coca cola,80,0.063,20.3,0.1,18.0,0.0,0.021,0.0,20.538
cola coca cola,151,0.0,38.9,0.0,38.9,0.0,0.045,0.0,46.4
cola,74,0.07,19.1,0.1,17.9,0.0,0.072,0.0,19.336
cream soda,252,0.0,65.7,0.0,65.7,0.0,0.098,0.0,90.6
club soda,0,0.0,0.0,0.0,0.0,0.0,0.046,0.0,0.025
pink lemonade,86,0.3,21.6,0.1,20.6,0.2,0.01,0.0,36.488
grape soda,160,0.0,41.7,0.0,0.0,0.0,0.042,0.0,53.2
cola without caffeine coca cola,151,0.0,38.9,0.0,38.9,0.0,0.04,0.0,46.381
white lemonade,80,0.003,20.8,0.1,20.0,0.0,0.02,0.0,21.02
chocolate soda,207,0.0,52.6,0.0,52.6,0.0,0.031,0.0,72.8
sweet tea lipton,130,0.0,35.0,0.0,35.0,0.0,0.0,0.0,35.0
hibiscus tea,74,1.3,14.8,0.9,12.0,0.6,0.091,0.0,73.7
instant lemon tea,2,0.0,0.3,0.1,0.047,0.0,0.046,0.0,0.494
pesca tea santal,116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
instant lemon tea sweetened,91,0.2,22.3,0.071,21.6,0.3,0.089,0.0,28.147
tea with milk and sugar yorkshire,15,0.5,0.4,0.0,0.0,0.0,0.0,0.0,0.9
tea blueberry muffin tekanne,4,0.2,0.4,0.0,0.007,0.0,0.0,0.0,0.6
chamomile tea,2,0.0,0.4,0.0,0.0,0.0,0.003,0.0,4.6
black tea,2,0.0,0.7,0.0,0.0,0.0,0.091,0.0,0.72
herb tea,2,0.0,0.4,0.0,0.0,0.0,0.064,0.0,4.6
clam tomato juice,80,0.3,18.2,1.0,5.5,0.7,0.6,0.0,42.0
tomato juice,41,0.7,8.6,2.1,6.3,1.0,0.063,0.0,12.742
vegetable juice,53,0.2,11.1,1.5,7.9,1.9,0.1,0.0,15.538
tomato vegetable juice,53,0.2,11.1,1.5,9.2,1.9,0.2,0.0,109.3
carrot juice,80,0.3,18.6,1.9,7.8,1.6,0.1,0.0,88.3
acorn dried,144,8.9,15.2,2.3,0.0,0.0,0.0,0.0,42.0
fenugreek seeds,36,0.7,6.5,2.6,0.0,2.7,0.09,0.0,36.0
peanut topping mcdonalds,181,15.0,4.6,7.9,1.2,0.0,0.0,0.0,40.9
beechnuts dried,173,15.0,10.1,1.9,0.0,0.0,0.068,0.0,32.7
breadnut tree seeds raw,61,0.3,13.1,1.7,0.0,0.0,0.084,0.0,51.2
cumin seeds,8,0.5,0.9,0.4,0.063,0.2,0.073,0.0,23.2
pili nuts dried,863,95.5,4.8,13.0,0.0,0.0,0.014,0.0,292.2
hazelnuts roasted,194,18.7,5.3,4.5,1.5,2.8,0.0,0.0,70.6
lupins cooked,193,4.8,15.4,25.8,0.0,4.6,0.4,0.0,139.1
hazelnuts blanched,178,17.3,4.8,3.9,1.0,3.1,0.0,0.0,72.8
brazilnuts dried,33,3.3,0.6,0.7,0.1,0.4,0.073,0.0,13.139
sunflower seeds dry roasted,47,4.0,1.9,1.5,0.2,0.9,0.067,0.0,14.3
ginkgo nuts canned,172,2.5,34.3,3.5,0.0,14.4,0.5,0.0,75.4
peanuts cooked,572,39.6,38.3,24.3,4.4,15.8,1.4,0.0,218.8
pumpkin squash seeds dried,721,63.3,13.8,39.0,1.8,7.7,0.013,0.0,197.0
cashew nuts raw,156,12.4,8.5,5.2,1.7,0.9,0.02,0.0,39.5
sunflower seeds dried,269,23.7,9.2,9.6,1.2,4.0,0.014,0.0,85.4
lotus seeds dried,106,0.6,20.6,4.9,0.0,0.0,0.024,0.0,79.4
butternuts dried,734,68.4,14.5,29.9,0.0,5.6,0.062,0.0,190.6
sesame seeds dried,52,4.5,2.1,1.6,0.031,1.1,0.049,0.0,98.4
breadfruit seeds,57,1.7,8.8,2.2,0.0,1.6,0.04,0.0,28.2
pinyon pine nuts dried,1,0.073,0.01,0.083,0.0,0.005,0.07,0.0,0.359
pine nuts dried,909,92.3,17.7,18.5,4.8,5.0,0.086,0.0,163.7
flaxseeds,55,4.3,3.0,1.9,0.2,2.8,0.035,0.0,38.994
safflower seed kernels dried,146,10.9,9.7,4.6,0.0,0.0,0.042,0.0,48.7
pistachio nuts raw,691,55.8,33.8,24.9,9.4,12.7,0.037,0.0,268.1
peanuts raw,828,71.9,23.5,37.7,5.8,12.4,0.038,0.0,286.5
poppy seeds,46,3.7,2.5,1.6,0.3,1.7,0.079,0.0,136.934
valencia peanuts raw,832,69.5,30.5,36.6,0.0,12.7,0.094,0.0,242.9
spanish peanuts,832,72.4,23.1,38.2,0.0,13.9,0.036,0.0,308.1
dill seeds,20,1.0,3.6,1.1,0.0,1.4,0.037,0.0,109.7
caraway seeds,22,1.0,3.3,1.3,0.038,2.5,0.014,0.0,56.8
acorn raw,110,6.8,11.5,1.7,0.0,0.0,0.0,0.0,31.8
almonds roasted,182,16.6,5.3,6.4,1.4,3.2,0.029,0.0,119.9
lotus seeds raw,25,0.1,4.9,1.2,0.0,0.0,0.02,0.0,19.0
chestnuts cooked,37,0.4,7.9,0.6,0.0,0.0,0.046,0.0,30.0
alfalfa seeds,1,0.075,0.002,0.1,0.058,0.015,0.048,0.0,1.435
virginia peanuts roasted,173,14.6,6.0,7.8,0.0,2.7,0.018,0.0,57.4
hazelnuts raw,471,45.6,12.5,11.2,3.3,7.3,0.0,0.0,170.3
anise seeds,7,0.3,1.1,0.4,0.0,0.3,0.1,0.0,16.9
macadamia nuts roasted,215,22.8,4.0,2.3,1.2,2.4,0.064,0.0,53.5
studentenfutter alnatura,139,7.8,13.2,3.1,11.7,0.031,0.0,1.7,24.152
pumpkin squash seeds roasted,46,3.9,1.2,2.4,0.1,0.5,0.045,0.0,12.9
water chestnut raw,120,0.1,29.7,1.7,6.0,3.7,0.097,0.0,53.84
chestnuts roasted,37,0.3,7.9,0.5,1.6,0.8,0.043,0.0,17.9
ginkgo nuts raw,52,0.5,10.6,1.2,0.0,0.0,0.067,0.0,17.4
almonds raw,9,0.7,0.3,0.3,0.026,0.2,0.043,0.0,5.554
peanuts roasted,180,15.8,4.6,8.4,1.3,2.8,0.069,0.0,50.6
sunflower seeds toasted,829,76.1,27.6,23.1,0.0,15.4,0.8,0.0,229.6
sisymbrium seeds,235,3.4,43.1,9.0,0.0,0.0,0.047,0.0,1286.643
breadnut tree seeds dried,587,2.7,127.0,13.8,0.0,23.8,0.091,0.0,399.7
pecans raw,753,78.4,15.1,10.0,4.3,10.5,0.0,0.0,194.3
chia seeds dried,138,8.7,11.9,4.7,0.0,9.7,0.047,0.0,216.3
japanese chestnuts roasted,57,0.2,12.8,0.8,0.0,0.0,0.079,0.0,32.2
sesame seeds toasted,45,3.8,2.1,1.4,0.0,1.1,0.07,0.0,88.7
cashew nuts roasted,174,14.3,9.0,5.1,1.5,1.0,0.091,0.0,44.12
lupins raw,668,17.5,72.7,65.1,0.0,34.0,0.009,0.0,522.5
mustard seeds ground,10,0.7,0.6,0.5,0.1,0.2,0.017,0.0,7.6
mixed nuts roasted,178,15.4,7.6,5.2,1.4,2.7,0.1,0.0,53.1
salat mix alestro,61,5.2,2.4,0.0,0.0,0.0,0.0,0.0,7.6
chestnuts raw,309,3.3,66.0,3.5,0.0,11.7,0.02,0.0,187.6
pistachio nuts roasted,172,13.7,8.5,6.3,2.3,3.1,0.008,0.0,32.348
walnut,33,3.3,0.7,0.8,0.1,0.3,0.041,0.0,10.109
celery seeds,25,1.6,2.7,1.2,0.078,0.8,0.068,0.0,125.2
hickorynuts dried,788,77.2,21.9,15.3,0.0,7.7,0.053,0.0,200.2
spanish peanuts roasted,851,72.1,25.7,41.2,0.0,13.1,0.6,0.0,302.5
woca seeds dried,102,0.3,22.6,2.2,0.1,5.4,0.048,0.0,38.5
pecans roasted,215,22.6,3.9,2.8,1.2,2.9,0.062,0.0,53.2
fennel seeds,7,0.3,1.0,0.3,0.0,0.8,0.097,0.0,27.1
chinese chestnuts roasted,68,0.3,14.8,1.3,0.0,0.0,0.052,0.0,33.1
watermelon seed kernels dried,602,51.2,16.5,30.6,0.0,0.0,0.1,0.0,164.5
macadamia nuts raw,38,4.0,0.7,0.4,0.2,0.5,0.011,0.0,10.387
pectin,163,0.2,45.2,0.2,0.0,4.3,0.1,0.0,54.8
black walnut dried,31,3.0,0.5,1.2,0.018,0.3,0.028,0.0,8.347
water chestnut canned,70,0.015,17.2,1.2,3.4,3.5,0.011,0.0,30.594
ginkgo nuts dried,98,0.6,20.5,2.9,0.0,0.0,0.045,0.0,38.5
virginia peanuts raw,822,71.2,24.1,36.8,5.8,12.4,0.008,0.0,278.1
valencia peanuts roasted,177,15.4,4.9,8.1,0.0,2.7,0.004,0.0,47.8
nesfit diet cereal nestle,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
corn grits cooked,182,1.2,37.9,4.4,0.3,2.1,0.6,0.0,49.7
amaranth flakes,134,2.7,27.0,5.9,0.2,3.6,0.067,0.0,47.4
granola,293,14.6,32.3,8.2,11.9,5.3,0.01,0.0,109.142
muesli with fruit nuts,231,3.4,45.7,4.3,14.2,5.8,0.1,0.0,91.1
muesli master crumble,124,2.4,4.5,2.4,0.042,0.0,0.0,0.0,9.3
bran flakes,131,0.8,32.2,4.0,7.4,7.3,0.2,0.0,45.358
nut cereal,245,5.9,46.2,4.0,17.2,3.6,0.3,0.0,156.5
corn flakes,108,0.3,24.6,1.7,2.2,0.8,0.2,0.0,27.947
corn grits dry,36,0.2,7.7,0.7,0.008,0.4,0.054,0.0,9.7
